Time,Energy,Active_Power
2025-11-25 17:10:13,7415250,444
2025-11-25 17:10:13,7415250,447
2025-11-25 17:10:13,7415250,447
2025-11-25 17:10:13,7415250,447
2025-11-25 17:10:13,7415250,447
2025-11-25 17:10:14,7415250,439
2025-11-25 17:10:14,7415250,439
2025-11-25 17:10:14,7415251,440
2025-11-25 17:10:14,7415251,440
2025-11-25 17:10:14,7415251,440
2025-11-25 17:10:15,7415251,440
2025-11-25 17:10:15,7415251,440
2025-11-25 17:10:15,7415251,441
2025-11-25 17:10:15,7415251,441
2025-11-25 17:10:15,7415251,441
2025-11-25 17:10:15,7415251,441
2025-11-25 17:10:16,7415251,440
2025-11-25 17:10:16,7415251,440
2025-11-25 17:10:16,7415251,440
2025-11-25 17:10:16,7415251,440
2025-11-25 17:10:16,7415251,440
2025-11-25 17:10:17,7415251,439
2025-11-25 17:10:17,7415251,439
2025-11-25 17:10:17,7415251,455
2025-11-25 17:10:17,7415251,455
2025-11-25 17:10:17,7415251,455
2025-11-25 17:10:17,7415251,455
2025-11-25 17:10:18,7415251,439
2025-11-25 17:10:18,7415251,439
2025-11-25 17:10:18,7415251,438
2025-11-25 17:10:18,7415251,438
2025-11-25 17:10:18,7415251,438
2025-11-25 17:10:19,7415251,439
2025-11-25 17:10:19,7415251,439
2025-11-25 17:10:19,7415251,439
2025-11-25 17:10:19,7415251,439
2025-11-25 17:10:19,7415251,439
2025-11-25 17:10:19,7415251,445
2025-11-25 17:10:20,7415251,445
2025-11-25 17:10:20,7415251,456
2025-11-25 17:10:20,7415251,456
2025-11-25 17:10:20,7415251,456
2025-11-25 17:10:20,7415251,456
2025-11-25 17:10:21,7415251,438
2025-11-25 17:10:21,7415251,438
2025-11-25 17:10:21,7415251,439
2025-11-25 17:10:21,7415251,439
2025-11-25 17:10:21,7415251,439
2025-11-25 17:10:22,7415251,439
2025-11-25 17:10:22,7415252,439
2025-11-25 17:10:22,7415252,438
2025-11-25 17:10:22,7415252,438
2025-11-25 17:10:22,7415252,438
2025-11-25 17:10:22,7415252,438
2025-11-25 17:10:23,7415252,452
2025-11-25 17:10:23,7415252,452
2025-11-25 17:10:23,7415252,451
2025-11-25 17:10:23,7415252,451
2025-11-25 17:10:23,7415252,451
2025-11-25 17:10:24,7415252,439
2025-11-25 17:10:24,7415252,439
2025-11-25 17:10:24,7415252,438
2025-11-25 17:10:24,7415252,438
2025-11-25 17:10:24,7415252,438
2025-11-25 17:10:24,7415252,438
2025-11-25 17:10:25,7415252,437
2025-11-25 17:10:25,7415252,437
2025-11-25 17:10:25,7415252,437
2025-11-25 17:10:25,7415252,437
2025-11-25 17:10:25,7415252,437
2025-11-25 17:10:26,7415252,728
2025-11-25 17:10:26,7415252,728
2025-11-25 17:10:26,7415252,848
2025-11-25 17:10:26,7415252,848
2025-11-25 17:10:26,7415252,848
2025-11-25 17:10:26,7415252,848
2025-11-25 17:10:27,7415252,734
2025-11-25 17:10:27,7415252,734
2025-11-25 17:10:27,7415252,493
2025-11-25 17:10:27,7415252,493
2025-11-25 17:10:27,7415252,493
2025-11-25 17:10:28,7415252,473
2025-11-25 17:10:28,7415252,473
2025-11-25 17:10:28,7415252,473
2025-11-25 17:10:28,7415253,473
2025-11-25 17:10:28,7415253,473
2025-11-25 17:10:28,7415253,473
2025-11-25 17:10:29,7415253,470
2025-11-25 17:10:29,7415253,470
2025-11-25 17:10:29,7415253,440
2025-11-25 17:10:29,7415253,440
2025-11-25 17:10:29,7415253,440
2025-11-25 17:10:30,7415253,449
2025-11-25 17:10:30,7415253,449
2025-11-25 17:10:30,7415253,442
2025-11-25 17:10:30,7415253,442
2025-11-25 17:10:30,7415253,442
2025-11-25 17:10:30,7415253,442
2025-11-25 17:10:31,7415253,440
2025-11-25 17:10:31,7415253,440
2025-11-25 17:10:31,7415253,443
2025-11-25 17:10:31,7415253,443
2025-11-25 17:10:31,7415253,443
2025-11-25 17:10:32,7415253,436
2025-11-25 17:10:32,7415253,436
2025-11-25 17:10:32,7415253,437
2025-11-25 17:10:32,7415253,437
2025-11-25 17:10:32,7415253,437
2025-11-25 17:10:33,7415253,437
2025-11-25 17:10:33,7415253,437
2025-11-25 17:10:33,7415253,437
2025-11-25 17:10:33,7415253,437
2025-11-25 17:10:33,7415253,437
2025-11-25 17:10:33,7415253,437
2025-11-25 17:10:34,7415253,437
2025-11-25 17:10:34,7415253,437
2025-11-25 17:10:34,7415253,437
2025-11-25 17:10:34,7415253,437
2025-11-25 17:10:34,7415253,437
2025-11-25 17:10:34,7415253,437
2025-11-25 17:10:35,7415253,437
2025-11-25 17:10:35,7415253,437
2025-11-25 17:10:35,7415253,436
2025-11-25 17:10:35,7415253,436
2025-11-25 17:10:35,7415253,436
2025-11-25 17:10:36,7415253,436
2025-11-25 17:10:36,7415254,447
2025-11-25 17:10:36,7415254,435
2025-11-25 17:10:36,7415254,435
2025-11-25 17:10:36,7415254,435
2025-11-25 17:10:36,7415254,435
2025-11-25 17:10:37,7415254,433
2025-11-25 17:10:37,7415254,433
2025-11-25 17:10:37,7415254,434
2025-11-25 17:10:37,7415254,434
2025-11-25 17:10:37,7415254,434
2025-11-25 17:10:38,7415254,434
2025-11-25 17:10:38,7415254,434
2025-11-25 17:10:38,7415254,437
2025-11-25 17:10:38,7415254,437
2025-11-25 17:10:38,7415254,437
2025-11-25 17:10:38,7415254,437
2025-11-25 17:10:39,7415254,438
2025-11-25 17:10:39,7415254,438
2025-11-25 17:10:39,7415254,438
2025-11-25 17:10:39,7415254,438
2025-11-25 17:10:39,7415254,438
2025-11-25 17:10:40,7415254,436
2025-11-25 17:10:40,7415254,436
2025-11-25 17:10:40,7415254,436
2025-11-25 17:10:40,7415254,436
2025-11-25 17:10:40,7415254,436
2025-11-25 17:10:40,7415254,436
2025-11-25 17:10:41,7415254,437
2025-11-25 17:10:41,7415254,445
2025-11-25 17:10:41,7415254,445
2025-11-25 17:10:41,7415254,445
2025-11-25 17:10:41,7415254,445
2025-11-25 17:10:42,7415254,438
2025-11-25 17:10:42,7415254,438
2025-11-25 17:10:42,7415254,438
2025-11-25 17:10:42,7415254,438
2025-11-25 17:10:42,7415254,438
2025-11-25 17:10:43,7415254,438
2025-11-25 17:10:43,7415254,438
2025-11-25 17:10:43,7415254,438
2025-11-25 17:10:43,7415254,438
2025-11-25 17:10:43,7415254,438
2025-11-25 17:10:43,7415254,438
2025-11-25 17:10:44,7415255,668
2025-11-25 17:10:44,7415255,668
2025-11-25 17:10:44,7415255,830
2025-11-25 17:10:44,7415255,830
2025-11-25 17:10:44,7415255,830
2025-11-25 17:10:45,7415255,865
2025-11-25 17:10:45,7415255,865
2025-11-25 17:10:45,7415255,776
2025-11-25 17:10:45,7415255,776
2025-11-25 17:10:45,7415255,776
2025-11-25 17:10:45,7415255,776
2025-11-25 17:10:46,7415255,470
2025-11-25 17:10:46,7415255,470
2025-11-25 17:10:46,7415255,467
2025-11-25 17:10:46,7415255,467
2025-11-25 17:10:46,7415255,467
2025-11-25 17:10:47,7415255,470
2025-11-25 17:10:47,7415255,470
2025-11-25 17:10:47,7415255,444
2025-11-25 17:10:47,7415255,444
2025-11-25 17:10:47,7415255,444
2025-11-25 17:10:47,7415255,444
2025-11-25 17:10:48,7415255,444
2025-11-25 17:10:48,7415255,444
2025-11-25 17:10:48,7415255,444
2025-11-25 17:10:48,7415255,444
2025-11-25 17:10:48,7415255,444
2025-11-25 17:10:49,7415255,444
2025-11-25 17:10:49,7415255,444
2025-11-25 17:10:49,7415255,436
2025-11-25 17:10:49,7415255,436
2025-11-25 17:10:49,7415255,436
2025-11-25 17:10:50,7415255,438
2025-11-25 17:10:50,7415256,438
2025-11-25 17:10:50,7415256,437
2025-11-25 17:10:50,7415256,437
2025-11-25 17:10:50,7415256,437
2025-11-25 17:10:50,7415256,437
2025-11-25 17:10:51,7415256,441
2025-11-25 17:10:51,7415256,441
2025-11-25 17:10:51,7415256,442
2025-11-25 17:10:51,7415256,442
2025-11-25 17:10:51,7415256,442
2025-11-25 17:10:52,7415256,437
2025-11-25 17:10:52,7415256,437
2025-11-25 17:10:52,7415256,436
2025-11-25 17:10:52,7415256,436
2025-11-25 17:10:52,7415256,436
2025-11-25 17:10:52,7415256,436
2025-11-25 17:10:53,7415256,436
2025-11-25 17:10:53,7415256,436
2025-11-25 17:10:53,7415256,437
2025-11-25 17:10:53,7415256,437
2025-11-25 17:10:53,7415256,437
2025-11-25 17:10:54,7415256,453
2025-11-25 17:10:54,7415256,453
2025-11-25 17:10:54,7415256,453
2025-11-25 17:10:54,7415256,453
2025-11-25 17:10:54,7415256,453
2025-11-25 17:10:54,7415256,453
2025-11-25 17:10:55,7415256,453
2025-11-25 17:10:55,7415256,453
2025-11-25 17:10:55,7415256,453
2025-11-25 17:10:55,7415256,438
2025-11-25 17:10:55,7415256,438
2025-11-25 17:10:56,7415256,438
2025-11-25 17:10:56,7415256,438
2025-11-25 17:10:56,7415256,440
2025-11-25 17:10:56,7415256,440
2025-11-25 17:10:56,7415256,440
2025-11-25 17:10:57,7415256,440
2025-11-25 17:10:57,7415256,448
2025-11-25 17:10:57,7415256,448
2025-11-25 17:10:57,7415256,439
2025-11-25 17:10:57,7415256,439
2025-11-25 17:10:57,7415256,439
2025-11-25 17:10:58,7415256,438
2025-11-25 17:10:58,7415257,438
2025-11-25 17:10:58,7415257,438
2025-11-25 17:10:58,7415257,438
2025-11-25 17:10:58,7415257,438
2025-11-25 17:10:59,7415257,438
2025-11-25 17:10:59,7415257,438
2025-11-25 17:10:59,7415257,445
2025-11-25 17:10:59,7415257,445
2025-11-25 17:10:59,7415257,445
2025-11-25 17:10:59,7415257,445
2025-11-25 17:11:00,7415257,441
2025-11-25 17:11:00,7415257,441
2025-11-25 17:11:00,7415257,438
2025-11-25 17:11:00,7415257,438
2025-11-25 17:11:00,7415257,438
2025-11-25 17:11:01,7415257,438
2025-11-25 17:11:01,7415257,438
2025-11-25 17:11:01,7415257,438
2025-11-25 17:11:01,7415257,438
2025-11-25 17:11:01,7415257,438
2025-11-25 17:11:01,7415257,438
2025-11-25 17:11:02,7415257,438
2025-11-25 17:11:02,7415257,439
2025-11-25 17:11:02,7415257,439
2025-11-25 17:11:02,7415257,820
2025-11-25 17:11:02,7415257,820
2025-11-25 17:11:02,7415257,820
2025-11-25 17:11:03,7415257,858
2025-11-25 17:11:03,7415257,858
2025-11-25 17:11:03,7415257,818
2025-11-25 17:11:03,7415257,818
2025-11-25 17:11:03,7415257,818
2025-11-25 17:11:04,7415257,818
2025-11-25 17:11:04,7415258,473
2025-11-25 17:11:04,7415258,473
2025-11-25 17:11:04,7415258,471
2025-11-25 17:11:04,7415258,471
2025-11-25 17:11:04,7415258,471
2025-11-25 17:11:05,7415258,475
2025-11-25 17:11:05,7415258,475
2025-11-25 17:11:05,7415258,449
2025-11-25 17:11:05,7415258,449
2025-11-25 17:11:05,7415258,449
2025-11-25 17:11:06,7415258,449
2025-11-25 17:11:06,7415258,449
2025-11-25 17:11:06,7415258,446
2025-11-25 17:11:06,7415258,446
2025-11-25 17:11:06,7415258,446
2025-11-25 17:11:06,7415258,446
2025-11-25 17:11:07,7415258,446
2025-11-25 17:11:07,7415258,446
2025-11-25 17:11:07,7415258,446
2025-11-25 17:11:07,7415258,446
2025-11-25 17:11:07,7415258,446
2025-11-25 17:11:08,7415258,446
2025-11-25 17:11:08,7415258,441
2025-11-25 17:11:08,7415258,441
2025-11-25 17:11:08,7415258,438
2025-11-25 17:11:08,7415258,438
2025-11-25 17:11:08,7415258,438
2025-11-25 17:11:09,7415258,440
2025-11-25 17:11:09,7415258,440
2025-11-25 17:11:09,7415258,455
2025-11-25 17:11:09,7415258,455
2025-11-25 17:11:09,7415258,455
2025-11-25 17:11:10,7415258,455
2025-11-25 17:11:10,7415258,438
2025-11-25 17:11:10,7415258,437
2025-11-25 17:11:10,7415258,437
2025-11-25 17:11:10,7415258,437
2025-11-25 17:11:11,7415258,437
2025-11-25 17:11:11,7415258,437
2025-11-25 17:11:11,7415258,437
2025-11-25 17:11:11,7415259,437
2025-11-25 17:11:11,7415259,437
2025-11-25 17:11:11,7415259,444
2025-11-25 17:11:12,7415259,444
2025-11-25 17:11:12,7415259,444
2025-11-25 17:11:12,7415259,441
2025-11-25 17:11:12,7415259,441
2025-11-25 17:11:12,7415259,437
2025-11-25 17:11:13,7415259,437
2025-11-25 17:11:13,7415259,437
2025-11-25 17:11:13,7415259,437
2025-11-25 17:11:13,7415259,437
2025-11-25 17:11:13,7415259,437
2025-11-25 17:11:13,7415259,438
2025-11-25 17:11:14,7415259,438
2025-11-25 17:11:14,7415259,438
2025-11-25 17:11:14,7415259,438
2025-11-25 17:11:14,7415259,438
2025-11-25 17:11:14,7415259,451
2025-11-25 17:11:15,7415259,451
2025-11-25 17:11:15,7415259,451
2025-11-25 17:11:15,7415259,451
2025-11-25 17:11:15,7415259,440
2025-11-25 17:11:15,7415259,440
2025-11-25 17:11:15,7415259,437
2025-11-25 17:11:16,7415259,437
2025-11-25 17:11:16,7415259,437
2025-11-25 17:11:16,7415259,437
2025-11-25 17:11:16,7415259,437
2025-11-25 17:11:16,7415259,436
2025-11-25 17:11:17,7415259,436
2025-11-25 17:11:17,7415259,436
2025-11-25 17:11:17,7415259,436
2025-11-25 17:11:17,7415259,439
2025-11-25 17:11:17,7415259,454
2025-11-25 17:11:18,7415259,454
2025-11-25 17:11:18,7415259,454
2025-11-25 17:11:18,7415259,454
2025-11-25 17:11:18,7415259,438
2025-11-25 17:11:18,7415259,438
2025-11-25 17:11:18,7415259,438
2025-11-25 17:11:19,7415259,438
2025-11-25 17:11:19,7415259,438
2025-11-25 17:11:19,7415259,438
2025-11-25 17:11:19,7415260,438
2025-11-25 17:11:19,7415260,438
2025-11-25 17:11:20,7415260,438
2025-11-25 17:11:20,7415260,438
2025-11-25 17:11:20,7415260,438
2025-11-25 17:11:20,7415260,565
2025-11-25 17:11:20,7415260,565
2025-11-25 17:11:20,7415260,809
2025-11-25 17:11:21,7415260,809
2025-11-25 17:11:21,7415260,809
2025-11-25 17:11:21,7415260,851
2025-11-25 17:11:21,7415260,851
2025-11-25 17:11:21,7415260,851
2025-11-25 17:11:22,7415260,851
2025-11-25 17:11:22,7415260,851
2025-11-25 17:11:22,7415260,851
2025-11-25 17:11:22,7415260,851
2025-11-25 17:11:22,7415260,851
2025-11-25 17:11:22,7415260,470
2025-11-25 17:11:23,7415260,473
2025-11-25 17:11:23,7415260,473
2025-11-25 17:11:23,7415260,450
2025-11-25 17:11:23,7415260,450
2025-11-25 17:11:23,7415260,438
2025-11-25 17:11:24,7415260,438
2025-11-25 17:11:24,7415260,438
2025-11-25 17:11:24,7415260,438
2025-11-25 17:11:24,7415260,444
2025-11-25 17:11:24,7415260,444
2025-11-25 17:11:25,7415260,446
2025-11-25 17:11:25,7415260,446
2025-11-25 17:11:25,7415260,446
2025-11-25 17:11:25,7415260,437
2025-11-25 17:11:25,7415261,437
2025-11-25 17:11:25,7415261,447
2025-11-25 17:11:26,7415261,447
2025-11-25 17:11:26,7415261,447
2025-11-25 17:11:26,7415261,447
2025-11-25 17:11:26,7415261,438
2025-11-25 17:11:26,7415261,438
2025-11-25 17:11:27,7415261,438
2025-11-25 17:11:27,7415261,438
2025-11-25 17:11:27,7415261,438
2025-11-25 17:11:27,7415261,455
2025-11-25 17:11:27,7415261,455
2025-11-25 17:11:27,7415261,450
2025-11-25 17:11:28,7415261,450
2025-11-25 17:11:28,7415261,450
2025-11-25 17:11:28,7415261,450
2025-11-25 17:11:28,7415261,437
2025-11-25 17:11:28,7415261,438
2025-11-25 17:11:29,7415261,438
2025-11-25 17:11:29,7415261,438
2025-11-25 17:11:29,7415261,438
2025-11-25 17:11:29,7415261,438
2025-11-25 17:11:29,7415261,438
2025-11-25 17:11:29,7415261,440
2025-11-25 17:11:30,7415261,440
2025-11-25 17:11:30,7415261,440
2025-11-25 17:11:30,7415261,457
2025-11-25 17:11:30,7415261,457
2025-11-25 17:11:30,7415261,438
2025-11-25 17:11:31,7415261,438
2025-11-25 17:11:31,7415261,438
2025-11-25 17:11:31,7415261,438
2025-11-25 17:11:31,7415261,437
2025-11-25 17:11:31,7415261,437
2025-11-25 17:11:32,7415261,436
2025-11-25 17:11:32,7415261,436
2025-11-25 17:11:32,7415261,436
2025-11-25 17:11:32,7415261,435
2025-11-25 17:11:32,7415261,435
2025-11-25 17:11:32,7415261,445
2025-11-25 17:11:33,7415261,445
2025-11-25 17:11:33,7415261,445
2025-11-25 17:11:33,7415261,445
2025-11-25 17:11:33,7415261,445
2025-11-25 17:11:33,7415261,438
2025-11-25 17:11:34,7415261,438
2025-11-25 17:11:34,7415261,438
2025-11-25 17:11:34,7415261,438
2025-11-25 17:11:34,7415261,437
2025-11-25 17:11:34,7415261,437
2025-11-25 17:11:34,7415261,437
2025-11-25 17:11:35,7415261,437
2025-11-25 17:11:35,7415261,437
2025-11-25 17:11:35,7415261,439
2025-11-25 17:11:35,7415261,439
2025-11-25 17:11:35,7415261,453
2025-11-25 17:11:36,7415262,453
2025-11-25 17:11:36,7415262,453
2025-11-25 17:11:36,7415262,453
2025-11-25 17:11:36,7415262,436
2025-11-25 17:11:36,7415262,436
2025-11-25 17:11:36,7415262,436
2025-11-25 17:11:37,7415262,436
2025-11-25 17:11:37,7415262,436
2025-11-25 17:11:37,7415262,438
2025-11-25 17:11:37,7415262,438
2025-11-25 17:11:37,7415262,437
2025-11-25 17:11:38,7415262,437
2025-11-25 17:11:38,7415262,437
2025-11-25 17:11:38,7415262,437
2025-11-25 17:11:38,7415262,519
2025-11-25 17:11:38,7415262,519
2025-11-25 17:11:39,7415262,785
2025-11-25 17:11:39,7415262,785
2025-11-25 17:11:39,7415262,785
2025-11-25 17:11:39,7415262,858
2025-11-25 17:11:39,7415262,858
2025-11-25 17:11:39,7415262,858
2025-11-25 17:11:40,7415262,858
2025-11-25 17:11:40,7415262,858
2025-11-25 17:11:40,7415262,858
2025-11-25 17:11:40,7415262,858
2025-11-25 17:11:40,7415262,858
2025-11-25 17:11:41,7415262,466
2025-11-25 17:11:41,7415262,467
2025-11-25 17:11:41,7415262,467
2025-11-25 17:11:41,7415262,478
2025-11-25 17:11:41,7415262,478
2025-11-25 17:11:41,7415262,458
2025-11-25 17:11:42,7415263,458
2025-11-25 17:11:42,7415263,458
2025-11-25 17:11:42,7415263,458
2025-11-25 17:11:42,7415263,439
2025-11-25 17:11:42,7415263,439
2025-11-25 17:11:43,7415263,446
2025-11-25 17:11:43,7415263,446
2025-11-25 17:11:43,7415263,446
2025-11-25 17:11:43,7415263,437
2025-11-25 17:11:43,7415263,437
2025-11-25 17:11:43,7415263,437
2025-11-25 17:11:44,7415263,437
2025-11-25 17:11:44,7415263,437
2025-11-25 17:11:44,7415263,437
2025-11-25 17:11:44,7415263,437
2025-11-25 17:11:44,7415263,437
2025-11-25 17:11:45,7415263,437
2025-11-25 17:11:45,7415263,437
2025-11-25 17:11:45,7415263,437
2025-11-25 17:11:45,7415263,449
2025-11-25 17:11:45,7415263,449
2025-11-25 17:11:46,7415263,452
2025-11-25 17:11:46,7415263,452
2025-11-25 17:11:46,7415263,452
2025-11-25 17:11:46,7415263,452
2025-11-25 17:11:46,7415263,452
2025-11-25 17:11:46,7415263,452
2025-11-25 17:11:47,7415263,434
2025-11-25 17:11:47,7415263,434
2025-11-25 17:11:47,7415263,434
2025-11-25 17:11:47,7415263,434
2025-11-25 17:11:47,7415263,434
2025-11-25 17:11:48,7415263,435
2025-11-25 17:11:48,7415263,435
2025-11-25 17:11:48,7415263,438
2025-11-25 17:11:48,7415263,438
2025-11-25 17:11:48,7415263,438
2025-11-25 17:11:48,7415263,438
2025-11-25 17:11:49,7415263,446
2025-11-25 17:11:49,7415263,435
2025-11-25 17:11:49,7415263,435
2025-11-25 17:11:49,7415263,435
2025-11-25 17:11:49,7415263,435
2025-11-25 17:11:50,7415263,440
2025-11-25 17:11:50,7415263,440
2025-11-25 17:11:50,7415263,438
2025-11-25 17:11:50,7415263,438
2025-11-25 17:11:50,7415263,438
2025-11-25 17:11:51,7415263,437
2025-11-25 17:11:51,7415263,437
2025-11-25 17:11:51,7415263,444
2025-11-25 17:11:51,7415263,444
2025-11-25 17:11:51,7415263,444
2025-11-25 17:11:51,7415263,444
2025-11-25 17:11:52,7415263,436
2025-11-25 17:11:52,7415263,436
2025-11-25 17:11:52,7415264,436
2025-11-25 17:11:52,7415264,436
2025-11-25 17:11:52,7415264,436
2025-11-25 17:11:53,7415264,438
2025-11-25 17:11:53,7415264,438
2025-11-25 17:11:53,7415264,437
2025-11-25 17:11:53,7415264,437
2025-11-25 17:11:53,7415264,437
2025-11-25 17:11:53,7415264,437
2025-11-25 17:11:54,7415264,437
2025-11-25 17:11:54,7415264,437
2025-11-25 17:11:54,7415264,437
2025-11-25 17:11:54,7415264,437
2025-11-25 17:11:54,7415264,437
2025-11-25 17:11:55,7415264,437
2025-11-25 17:11:55,7415264,437
2025-11-25 17:11:55,7415264,436
2025-11-25 17:11:55,7415264,436
2025-11-25 17:11:55,7415264,436
2025-11-25 17:11:55,7415264,436
2025-11-25 17:11:56,7415264,436
2025-11-25 17:11:56,7415264,436
2025-11-25 17:11:56,7415264,436
2025-11-25 17:11:56,7415264,436
2025-11-25 17:11:56,7415264,436
2025-11-25 17:11:57,7415264,728
2025-11-25 17:11:57,7415264,728
2025-11-25 17:11:57,7415264,848
2025-11-25 17:11:57,7415264,848
2025-11-25 17:11:57,7415264,848
2025-11-25 17:11:58,7415264,855
2025-11-25 17:11:58,7415264,855
2025-11-25 17:11:58,7415264,719
2025-11-25 17:11:58,7415264,719
2025-11-25 17:11:58,7415264,719
2025-11-25 17:11:58,7415264,719
2025-11-25 17:11:59,7415265,471
2025-11-25 17:11:59,7415265,471
2025-11-25 17:11:59,7415265,469
2025-11-25 17:11:59,7415265,469
2025-11-25 17:11:59,7415265,469
2025-11-25 17:12:00,7415265,460
2025-11-25 17:12:00,7415265,460
2025-11-25 17:12:00,7415265,440
2025-11-25 17:12:00,7415265,440
2025-11-25 17:12:00,7415265,440
2025-11-25 17:12:00,7415265,440
2025-11-25 17:12:01,7415265,440
2025-11-25 17:12:01,7415265,440
2025-11-25 17:12:01,7415265,439
2025-11-25 17:12:01,7415265,439
2025-11-25 17:12:01,7415265,439
2025-11-25 17:12:02,7415265,436
2025-11-25 17:12:02,7415265,436
2025-11-25 17:12:02,7415265,439
2025-11-25 17:12:02,7415265,439
2025-11-25 17:12:02,7415265,439
2025-11-25 17:12:02,7415265,439
2025-11-25 17:12:03,7415265,437
2025-11-25 17:12:03,7415265,435
2025-11-25 17:12:03,7415265,435
2025-11-25 17:12:03,7415265,435
2025-11-25 17:12:03,7415265,435
2025-11-25 17:12:04,7415265,453
2025-11-25 17:12:04,7415265,453
2025-11-25 17:12:04,7415265,439
2025-11-25 17:12:04,7415265,439
2025-11-25 17:12:04,7415265,439
2025-11-25 17:12:05,7415265,439
2025-11-25 17:12:05,7415265,436
2025-11-25 17:12:05,7415265,436
2025-11-25 17:12:05,7415265,436
2025-11-25 17:12:05,7415265,436
2025-11-25 17:12:05,7415265,436
2025-11-25 17:12:06,7415265,436
2025-11-25 17:12:06,7415265,436
2025-11-25 17:12:06,7415266,438
2025-11-25 17:12:06,7415266,438
2025-11-25 17:12:06,7415266,438
2025-11-25 17:12:07,7415266,449
2025-11-25 17:12:07,7415266,449
2025-11-25 17:12:07,7415266,436
2025-11-25 17:12:07,7415266,436
2025-11-25 17:12:07,7415266,436
2025-11-25 17:12:07,7415266,436
2025-11-25 17:12:08,7415266,438
2025-11-25 17:12:08,7415266,438
2025-11-25 17:12:08,7415266,438
2025-11-25 17:12:08,7415266,438
2025-11-25 17:12:08,7415266,438
2025-11-25 17:12:09,7415266,438
2025-11-25 17:12:09,7415266,438
2025-11-25 17:12:09,7415266,440
2025-11-25 17:12:09,7415266,440
2025-11-25 17:12:09,7415266,440
2025-11-25 17:12:10,7415266,440
2025-11-25 17:12:10,7415266,446
2025-11-25 17:12:10,7415266,441
2025-11-25 17:12:10,7415266,441
2025-11-25 17:12:10,7415266,441
2025-11-25 17:12:10,7415266,441
2025-11-25 17:12:11,7415266,438
2025-11-25 17:12:11,7415266,438
2025-11-25 17:12:11,7415266,438
2025-11-25 17:12:11,7415266,438
2025-11-25 17:12:11,7415266,438
2025-11-25 17:12:12,7415266,438
2025-11-25 17:12:12,7415266,438
2025-11-25 17:12:12,7415266,447
2025-11-25 17:12:12,7415266,447
2025-11-25 17:12:12,7415266,447
2025-11-25 17:12:12,7415266,447
2025-11-25 17:12:13,7415266,438
2025-11-25 17:12:13,7415266,438
2025-11-25 17:12:13,7415266,438
2025-11-25 17:12:13,7415266,438
2025-11-25 17:12:13,7415266,438
2025-11-25 17:12:14,7415266,439
2025-11-25 17:12:14,7415267,439
2025-11-25 17:12:14,7415267,440
2025-11-25 17:12:14,7415267,440
2025-11-25 17:12:14,7415267,440
