2025-10-05 17:57:15,6893592,320
2025-10-05 17:57:18,6893592,320
2025-10-05 17:57:18,6893592,320
2025-10-05 17:57:18,6893592,320
2025-10-05 17:57:18,6893592,320
2025-10-05 17:57:19,6893592,320
2025-10-05 17:57:19,6893593,320
2025-10-05 17:57:19,6893593,320
2025-10-05 17:57:19,6893593,320
2025-10-05 17:57:19,6893593,320
2025-10-05 17:57:19,6893593,320
2025-10-05 17:57:20,6893593,320
2025-10-05 17:57:20,6893593,320
2025-10-05 17:57:20,6893593,320
2025-10-05 17:57:20,6893593,320
2025-10-05 17:57:20,6893593,320
2025-10-05 17:57:21,6893593,320
2025-10-05 17:57:21,6893593,320
2025-10-05 17:57:21,6893593,320
2025-10-05 17:57:21,6893593,320
2025-10-05 17:57:21,6893593,320
2025-10-05 17:57:21,6893593,320
2025-10-05 17:57:22,6893593,320
2025-10-05 17:57:22,6893593,320
2025-10-05 17:57:22,6893593,320
2025-10-05 17:57:22,6893593,320
2025-10-05 17:57:22,6893593,320
2025-10-05 17:57:23,6893593,320
2025-10-05 17:57:23,6893593,320
2025-10-05 17:57:23,6893593,320
2025-10-05 17:57:23,6893593,320
2025-10-05 17:57:23,6893593,320
2025-10-05 17:57:24,6893593,320
2025-10-05 17:57:24,6893593,320
2025-10-05 17:57:24,6893593,320
2025-10-05 17:57:24,6893593,320
2025-10-05 17:57:24,6893593,320
2025-10-05 17:57:24,6893593,320
2025-10-05 17:57:25,6893593,320
2025-10-05 17:57:25,6893593,320
2025-10-05 17:57:25,6893593,320
2025-10-05 17:57:25,6893593,320
2025-10-05 17:57:25,6893593,320
2025-10-05 17:57:26,6893593,320
2025-10-05 17:57:26,6893593,320
2025-10-05 17:57:26,6893593,320
2025-10-05 17:57:26,6893593,320
2025-10-05 17:57:26,6893593,320
2025-10-05 17:57:26,6893593,320
2025-10-05 17:57:27,6893593,320
2025-10-05 17:57:27,6893593,320
2025-10-05 17:57:27,6893593,320
2025-10-05 17:57:27,6893593,320
2025-10-05 17:57:27,6893593,320
2025-10-05 17:57:28,6893593,320
2025-10-05 17:57:28,6893593,320
2025-10-05 17:57:28,6893593,320
2025-10-05 17:57:28,6893593,320
2025-10-05 17:57:28,6893593,320
2025-10-05 17:57:29,6893593,320
2025-10-05 17:57:29,6893593,320
2025-10-05 17:57:29,6893593,320
2025-10-05 17:57:29,6893593,320
2025-10-05 17:57:29,6893593,320
2025-10-05 17:57:29,6893593,320
2025-10-05 17:57:30,6893593,320
2025-10-05 17:57:30,6893593,320
2025-10-05 17:57:30,6893593,320
2025-10-05 17:57:30,6893593,320
2025-10-05 17:57:30,6893593,320
2025-10-05 17:57:31,6893593,320
2025-10-05 17:57:31,6893593,320
2025-10-05 17:57:31,6893593,320
2025-10-05 17:57:31,6893593,320
2025-10-05 17:57:31,6893593,320
2025-10-05 17:57:31,6893593,320
2025-10-05 17:57:32,6893593,320
2025-10-05 17:57:32,6893593,320
2025-10-05 17:57:32,6893594,320
2025-10-05 17:57:32,6893594,320
2025-10-05 17:57:32,6893594,320
2025-10-05 17:57:33,6893594,320
2025-10-05 17:57:33,6893594,320
2025-10-05 17:57:33,6893594,320
2025-10-05 17:57:33,6893594,320
2025-10-05 17:57:33,6893594,320
2025-10-05 17:57:33,6893594,320
2025-10-05 17:57:34,6893594,320
2025-10-05 17:57:34,6893594,321
2025-10-05 17:57:34,6893594,321
2025-10-05 17:57:34,6893594,321
2025-10-05 17:57:34,6893594,321
2025-10-05 17:57:35,6893594,320
2025-10-05 17:57:35,6893594,320
2025-10-05 17:57:35,6893594,320
2025-10-05 17:57:35,6893594,320
2025-10-05 17:57:35,6893594,320
2025-10-05 17:57:35,6893594,320
